Customerid,Gender,Age,SeniorCitizen,Married,NumberOfDependents,Country,State,City,Latitude,Longitude,NumberOfReferrals,TenureInMonths,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGbDownload,Contract,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,ChurnLabel,ChurnScore,Cltv,ChurnCategory
9073-ZZIAY,Male,51,No,Yes,0,United States,California,Long Beach,33.802664,-118.179971,2,62,43.2,No,Yes,DSL,23,Two Year,Bank Withdrawal,86.1,5215.25,0,0,2678.4,7893.65,4,No,62,5769,
3077-RSNTJ,Female,29,No,Yes,3,United States,California,Long Beach,33.830099,-118.182239,9,6,5.52,No,No,None,0,Month-to-Month,Credit Card,19.7,113.5,0,0,33.12,146.62,3,No,43,4293,
6551-GNYDG,Female,33,No,Yes,1,United States,California,Long Beach,33.823943,-118.111335,7,14,40.22,No,Yes,Fiber Optic,19,Month-to-Month,Bank Withdrawal,80.9,1152.8,0,0,563.08,1715.88,5,No,46,2563,
9167-APMXZ,Female,23,No,No,0,United States,California,Long Beach,33.819814,-118.222416,0,22,19.2,Yes,Yes,Fiber Optic,41,Month-to-Month,Bank Withdrawal,84.15,1821.95,0,60,422.4,2304.35,3,No,32,3549,
2749-CTKAJ,Male,37,No,Yes,0,United States,California,Long Beach,33.781086,-118.199049,3,22,48.06,No,No,None,0,One Year,Credit Card,20.15,419.9,0,0,1057.32,1477.22,5,No,72,2173,
6371-NZYEG,Male,38,No,Yes,0,United States,California,Long Beach,33.771612,-118.143866,9,16,23.31,No,Yes,DSL,27,Two Year,Credit Card,64.25,1024,0,0,372.96,1396.96,4,No,77,5511,
7554-NEWDD,Male,44,No,No,0,United States,California,Long Beach,33.797638,-118.11662,0,10,32.1,Yes,No,None,0,Two Year,Bank Withdrawal,25.7,251.6,0,0,321,572.6,5,No,8,3611,
8992-VONJD,Female,63,No,No,1,United States,California,Long Beach,33.778436,-118.118648,0,13,27.04,No,Yes,DSL,10,Month-to-Month,Bank Withdrawal,56,764.55,0,0,351.52,1116.07,3,No,22,5156,
4482-EWFMI,Female,54,No,No,0,United States,California,Arcadia,34.137319,-118.029837,0,2,15.67,No,Yes,Fiber Optic,8,Month-to-Month,Bank Withdrawal,69.7,135.2,0,0,31.34,166.54,5,No,43,3056,
4648-YPBTM,Male,35,No,No,0,United States,California,Arcadia,34.128284,-118.047732,0,53,6.54,Yes,Yes,DSL,4,Two Year,Bank Withdrawal,73.9,3958.25,0,0,346.62,4304.87,4,No,55,5644,
2907-ILJBN,Female,21,No,Yes,0,United States,California,Duarte,34.145695,-117.95982,7,11,1.92,No,No,None,0,One Year,Credit Card,20.6,233.9,0,0,21.12,255.02,3,No,29,4047,
6345-FZOQH,Male,40,No,Yes,0,United States,California,La Canada Flintridge,34.234912,-118.153729,3,69,30.86,No,No,None,0,Two Year,Credit Card,19.9,1363.45,0,0,2129.34,3492.79,5,No,54,5570,
5997-OPVFA,Male,39,No,Yes,0,United States,California,Montrose,34.2112,-118.230625,7,72,6.05,Yes,Yes,Cable,30,Two Year,Bank Withdrawal,89.05,6254.45,0,0,435.6,6690.05,4,No,54,6212,
1159-WFSGR,Female,59,No,Yes,2,United States,California,South Pasadena,34.110444,-118.156957,3,16,45.54,No,No,None,0,Month-to-Month,Bank Withdrawal,20.4,321.4,0,0,728.64,1050.04,4,No,62,3990,
7654-YWJUF,Male,61,No,Yes,0,United States,California,Sunland,34.282704,-118.312929,6,43,15.2,No,Yes,Fiber Optic,21,One Year,Bank Withdrawal,84.25,3539.25,0,0,653.6,4192.85,3,No,51,4382,
6727-IOTLZ,Male,48,No,Yes,0,United States,California,Pasadena,34.146635,-118.139225,3,14,5.17,No,Yes,Cable,25,Two Year,Credit Card,81.95,1181.75,0,0,72.38,1254.13,3,No,52,2564,
5918-VUKWP,Female,61,No,No,0,United States,California,Pasadena,34.165383,-118.123752,0,32,35.97,No,No,None,0,One Year,Bank Withdrawal,20.55,654.55,0,0,1151.04,1805.59,3,No,77,5358,
1744-JHKYS,Female,49,No,Yes,0,United States,California,Pasadena,34.13946,-118.166649,5,34,11.52,Yes,No,None,0,Month-to-Month,Bank Withdrawal,24.7,780.2,0,0,391.68,1171.88,4,No,72,3421,
5947-SGKCL,Female,19,No,Yes,3,United States,California,San Marino,34.122671,-118.112911,6,15,4.19,Yes,Yes,Fiber Optic,59,Month-to-Month,Bank Withdrawal,105.35,1559.25,0,0,62.85,1622.1,3,No,66,2721,
3712-PKXZA,Male,22,No,Yes,0,United States,California,Glendale,34.17051,-118.289463,3,61,19.27,No,No,None,0,One Year,Credit Card,20.55,1252,0,0,1175.47,2427.47,4,No,42,5110,
6582-OIVSP,Female,25,No,No,0,United States,California,Glendale,34.153338,-118.262974,0,1,47.36,No,Yes,Cable,41,Month-to-Month,Credit Card,45.3,45.3,0,0,47.36,92.66,5,No,48,3575,
5524-KHNJP,Male,35,No,Yes,0,United States,California,Glendale,34.13658,-118.245839,7,33,48.85,No,Yes,Cable,30,One Year,Credit Card,74.75,2453.3,0,0,1612.05,4065.35,3,No,26,5344,
4827-USJHP,Male,45,No,No,0,United States,California,Glendale,34.195386,-118.238508,0,20,3.94,No,Yes,DSL,18,Month-to-Month,Credit Card,51.8,1023.85,0,0,78.8,1102.65,4,No,24,2764,
8167-GJLRN,Male,19,No,No,0,United States,California,La Crescenta,34.239636,-118.245259,0,3,0,No,Yes,DSL,59,Month-to-Month,Bank Withdrawal,30.4,82.15,0,0,0,82.15,4,No,55,3108,
0956-SYCWG,Female,61,No,No,0,United States,California,Agoura Hills,34.129058,-118.759788,0,13,33.13,No,No,None,0,One Year,Bank Withdrawal,19.65,244.8,0,0,430.69,675.49,3,No,49,2024,
8017-UVSZU,Female,62,No,Yes,0,United States,California,Calabasas,34.130861,-118.68346,5,40,48.29,Yes,Yes,DSL,23,Month-to-Month,Credit Card,56.6,2379.1,0,0,1931.6,4310.7,5,No,72,3359,
7100-FQPRV,Male,24,No,Yes,0,United States,California,Canoga Park,34.19829,-118.602203,5,43,48.1,Yes,Yes,DSL,51,One Year,Credit Card,71.9,3173.35,0,0,2068.3,5241.65,3,No,23,4106,
2984-RGEYA,Female,38,No,Yes,0,United States,California,Winnetka,34.209532,-118.577563,9,69,5.27,No,No,None,0,Two Year,Bank Withdrawal,19.75,1375.4,0,0,363.63,1739.03,4,No,72,5325,
9680-NIAUV,Female,42,No,Yes,0,United States,California,West Hills,34.199787,-118.68493,7,72,18.66,Yes,Yes,Fiber Optic,3,Two Year,Credit Card,109.7,8129.3,0,0,1343.52,9472.82,4,No,74,5945,
2146-EGVDT,Male,33,No,Yes,0,United States,California,Chatsworth,34.294142,-118.603883,3,59,25.57,No,No,None,0,Two Year,Credit Card,19.3,1192.7,0,0,1508.63,2701.33,3,No,28,4149,
2604-IJPDU,Female,32,No,Yes,0,United States,California,Encino,34.150354,-118.518292,0,20,28.57,No,Yes,Fiber Optic,15,Month-to-Month,Bank Withdrawal,96.55,1901.65,0,0,571.4,2473.05,3,No,36,4382,
9178-JHUVJ,Male,19,No,Yes,3,United States,California,Newbury Park,34.172071,-118.946262,1,24,1.14,Yes,No,None,0,Two Year,Bank Withdrawal,24.1,587.4,0,0,27.36,614.76,3,No,26,4634,
6168-YBYNP,Male,19,No,No,0,United States,California,Newhall,34.370378,-118.504118,0,59,48.12,Yes,Yes,Fiber Optic,51,Month-to-Month,Bank Withdrawal,111.35,6519.75,0,0,2839.08,9358.83,5,No,62,6047,
7255-SSFBC,Male,42,No,Yes,3,United States,California,Northridge,34.238208,-118.55029,2,72,11.66,Yes,Yes,Fiber Optic,28,Two Year,Bank Withdrawal,112.25,8041.65,0,0,839.52,8881.17,4,No,55,4099,
3645-DEYGF,Male,29,No,No,1,United States,California,Northridge,34.236683,-118.517588,0,1,7.57,No,No,None,0,Month-to-Month,Credit Card,20.75,20.75,0,0,7.57,28.32,5,No,25,3358,
9323-HGFWY,Female,55,No,Yes,0,United States,California,Porter Ranch,34.281911,-118.556218,0,27,20.02,No,Yes,Fiber Optic,27,One Year,Credit Card,101.9,2681.15,0,0,540.54,3221.69,3,No,69,3795,
8544-GOQSH,Female,51,No,No,0,United States,California,Pacoima,34.255442,-118.421314,0,14,1.69,No,Yes,Fiber Optic,21,Month-to-Month,Credit Card,80.05,1112.3,0,0,23.66,1135.96,5,No,53,4400,
3363-DTIVD,Male,55,No,Yes,3,United States,California,Reseda,34.200175,-118.540958,3,71,25.02,Yes,Yes,Fiber Optic,53,Two Year,Bank Withdrawal,105.55,7405.5,0,0,1776.42,9181.92,3,No,63,5010,
7018-WBJNK,Male,55,No,No,3,United States,California,San Fernando,34.286131,-118.435969,0,13,31.93,No,Yes,Fiber Optic,22,Month-to-Month,Credit Card,78.3,1033.95,0,150,415.09,1599.04,3,No,26,5566,
9142-KZXOP,Male,41,No,No,0,United States,California,Sylmar,34.321621,-118.399841,0,44,1.7,No,Yes,Fiber Optic,28,Month-to-Month,Credit Card,68.85,2958.95,0,0,74.8,3033.75,3,No,51,2053,
7674-YTAFD,Female,64,No,No,0,United States,California,North Hills,34.238802,-118.482296,0,33,42.29,No,Yes,Fiber Optic,13,One Year,Bank Withdrawal,79.95,2684.85,0,0,1395.57,4080.42,3,No,52,3118,
6348-SNFUS,Male,30,No,Yes,0,United States,California,Granada Hills,34.291273,-118.505104,5,72,0,No,Yes,Cable,47,Two Year,Credit Card,55.45,4179.2,0,0,0,4179.2,3,No,32,4556,
1347-KTTTA,Male,22,No,Yes,0,United States,California,Canyon Country,34.422519,-118.420717,10,64,40.49,No,Yes,Fiber Optic,69,One Year,Credit Card,102.45,6654.1,0,0,2591.36,9245.46,3,No,58,6398,
4195-NZGTA,Female,40,No,No,0,United States,California,Valencia,34.457005,-118.573726,0,1,0,No,Yes,Cable,2,Month-to-Month,Bank Withdrawal,25.25,25.25,0,0,0,25.25,4,No,73,5858,
7157-SMCFK,Male,32,No,No,2,United States,California,Valencia,34.43987,-118.644609,0,61,15.02,No,No,None,0,Two Year,Mailed Check,19.75,1124.2,0,0,916.22,2040.42,4,No,76,5411,
4709-LKHYG,Female,23,No,Yes,0,United States,California,Tarzana,34.157137,-118.548511,6,29,27.72,No,No,None,0,One Year,Bank Withdrawal,20,540.05,0,0,803.88,1343.93,5,No,34,3800,
0699-NDKJM,Female,45,No,Yes,0,United States,California,Westlake Village,34.130992,-118.894673,1,57,0,No,Yes,Cable,22,Month-to-Month,Bank Withdrawal,58.75,3437.45,0,0,0,3437.45,3,No,38,4115,
9286-BHDQG,Male,46,No,Yes,0,United States,California,Thousand Oaks,34.191842,-118.822796,11,72,0,No,Yes,DSL,17,Two Year,Credit Card,45.25,3139.8,0,0,0,3139.8,4,No,22,5041,
0230-WEQUW,Male,38,No,Yes,0,United States,California,Woodland Hills,34.153733,-118.593408,1,66,0,No,Yes,DSL,29,Two Year,Bank Withdrawal,56.6,3789.2,0,0,0,3789.2,4,No,77,5500,
2040-LDIWQ,Male,51,No,Yes,0,United States,California,Woodland Hills,34.178068,-118.615714,8,65,41.57,Yes,Yes,DSL,16,Two Year,Bank Withdrawal,84.2,5324.5,0,0,2702.05,8026.55,5,No,33,5256,
6496-JDSSB,Female,24,No,No,0,United States,California,Oak Park,34.19225,-118.776874,0,8,39.92,No,Yes,Fiber Optic,73,Month-to-Month,Bank Withdrawal,80,624.6,0,0,319.36,943.96,4,No,22,2165,
4443-EMBNA,Female,55,No,Yes,0,United States,California,Castaic,34.506627,-118.699048,3,71,32.13,Yes,No,None,0,Two Year,Bank Withdrawal,24.75,1836.9,0,0,2281.23,4118.13,3,No,51,4642,
6469-MRVET,Male,32,No,Yes,0,United States,California,Van Nuys,34.178483,-118.431791,8,1,44.69,No,No,None,0,One Year,Bank Withdrawal,20.2,20.2,0,0,44.69,64.89,5,No,21,4160,
5961-VUSRV,Female,53,No,No,0,United States,California,Sherman Oaks,34.147149,-118.463365,0,12,16.72,No,No,None,0,One Year,Bank Withdrawal,19.35,219.35,0,0,200.64,419.99,5,No,57,4451,
6778-JFCMK,Male,28,No,No,0,United States,California,Van Nuys,34.202494,-118.448048,0,24,0,No,Yes,DSL,46,One Year,Mailed Check,50.6,1288.75,0,0,0,1288.75,3,No,32,4806,
6341-JVQGF,Female,26,No,Yes,0,United States,California,Van Nuys,34.195685,-118.490752,2,31,39.34,No,Yes,DSL,41,One Year,Mailed Check,81.15,2545.75,0,0,1219.54,3765.29,4,No,54,5643,
4811-JBUVU,Male,62,No,No,0,United States,California,Sherman Oaks,34.146957,-118.432138,0,30,31.97,Yes,Yes,Fiber Optic,2,Month-to-Month,Credit Card,89.9,2723.15,0,0,959.1,3682.25,3,No,33,3233,
0945-TSONX,Female,22,No,Yes,0,United States,California,Encino,34.152875,-118.486056,6,47,29.15,Yes,Yes,DSL,52,Two Year,Credit Card,85.3,4107.25,0,130,1370.05,5607.3,3,No,30,5698,
2651-ZCBXV,Male,49,No,No,0,United States,California,Burbank,34.188339,-118.300942,0,54,17.76,Yes,Yes,Fiber Optic,4,Two Year,Credit Card,108,5760.65,0,0,959.04,6719.69,3,No,73,6370,
3316-UWXUY,Male,64,No,No,0,United States,California,Burbank,34.177267,-118.31003,0,50,40.83,No,Yes,Fiber Optic,21,Month-to-Month,Credit Card,93.5,4747.5,0,0,2041.5,6789,4,No,70,6367,
7083-MIOPC,Female,62,No,No,0,United States,California,Burbank,34.174215,-118.345928,0,72,42.36,No,No,None,0,Two Year,Credit Card,20.25,1566.9,0,0,3049.92,4616.82,4,No,49,5733,
1984-GPTEH,Female,47,No,No,0,United States,California,Burbank,34.169706,-118.323548,0,29,4.53,Yes,No,None,0,Month-to-Month,Bank Withdrawal,25.15,702,0,0,131.37,833.37,4,No,46,5491,
0621-JFHOL,Female,41,No,No,0,United States,California,North Hollywood,34.15136,-118.364786,0,10,0,No,Yes,Cable,29,Two Year,Mailed Check,29.6,299.05,0,0,0,299.05,3,No,62,3180,
9903-LYSAB,Male,42,No,Yes,0,United States,California,Studio City,34.139082,-118.39275,5,18,16.78,Yes,Yes,Fiber Optic,23,Month-to-Month,Bank Withdrawal,73.15,1305.95,0,0,302.04,1607.99,4,No,73,4283,
9227-UAQFT,Male,40,No,No,0,United States,California,North Hollywood,34.187599,-118.387125,0,16,40.17,No,No,None,0,Two Year,Mailed Check,19.75,284.35,0,0,642.72,927.07,5,No,53,4272,
7301-ABVAD,Female,37,No,No,0,United States,California,Valley Village,34.165783,-118.399795,0,72,8.29,Yes,Yes,Cable,13,Two Year,Bank Withdrawal,86.6,6350.5,0,0,596.88,6947.38,3,No,37,4530,
6614-FHDBO,Male,49,No,No,0,United States,California,Rancho Cucamonga,34.132275,-117.611478,0,72,35.11,Yes,Yes,Fiber Optic,22,Two Year,Bank Withdrawal,109.2,7878.3,0,0,2527.92,10406.22,3,No,26,4551,
7576-ASEJU,Female,38,No,Yes,0,United States,California,Azusa,34.174493,-117.87068,10,41,25.16,No,Yes,DSL,11,One Year,Credit Card,74.7,3187.65,0,0,1031.56,4219.21,4,No,56,5246,
0303-UNCIP,Male,35,No,No,0,United States,California,Claremont,34.127621,-117.717863,0,41,37.55,Yes,Yes,DSL,30,One Year,Mailed Check,65,2531.8,0,140,1539.55,4211.35,4,No,57,5043,
0959-WHOKV,Male,28,No,No,0,United States,California,Covina,34.08111,-117.853935,0,42,6.42,Yes,Yes,Fiber Optic,48,One Year,Bank Withdrawal,99,4298.45,0,0,269.64,4568.09,3,No,46,2887,
4075-JFPGR,Female,27,No,Yes,0,United States,California,Rancho Cucamonga,34.10097,-117.57882,2,51,21.07,No,Yes,Fiber Optic,46,One Year,Bank Withdrawal,93.5,4619.55,0,0,1074.57,5694.12,3,No,68,5561,
3282-ZISZV,Male,56,No,No,0,United States,California,South El Monte,34.04622,-118.053753,0,32,37.48,Yes,Yes,DSL,15,One Year,Credit Card,83.7,2633.3,0,0,1199.36,3832.66,5,No,71,3945,
3675-YDUPJ,Male,29,No,No,0,United States,California,Rancho Cucamonga,34.245289,-117.642503,0,10,1.98,No,No,None,0,Month-to-Month,Credit Card,19.85,193.05,0,0,19.8,212.85,4,No,58,3768,
4111-BNXIF,Female,19,No,Yes,0,United States,California,Rancho Cucamonga,34.133809,-117.523724,1,67,0,No,Yes,DSL,52,Two Year,Bank Withdrawal,59.55,4103.9,0,0,0,4103.9,4,No,56,4478,
7017-VFHAY,Female,42,No,Yes,1,United States,California,Glendora,34.119363,-117.855059,3,61,20.01,Yes,Yes,Fiber Optic,12,Two Year,Credit Card,115.1,7008.15,0,0,1220.61,8228.76,3,No,38,6090,
6655-LHBYW,Male,46,No,No,0,United States,California,Glendora,34.14649,-117.849815,0,50,19.8,Yes,Yes,Fiber Optic,21,One Year,Credit Card,114.35,5791.1,0,10,990,6791.1,3,No,33,5068,
7605-BDWDC,Female,35,No,No,0,United States,California,Mira Loma,33.999992,-117.535395,0,31,0,No,Yes,DSL,10,Two Year,Bank Withdrawal,49.85,1520.1,0,0,0,1520.1,3,No,67,2539,
1950-KSVVJ,Female,57,No,Yes,0,United States,California,Monterey Park,34.050322,-118.147037,1,45,33.54,Yes,Yes,Fiber Optic,4,One Year,Mailed Check,113.3,5032.25,0,0,1509.3,6541.55,3,No,61,4885,
0123-CRBRT,Female,62,No,Yes,0,United States,California,Monterey Park,34.049172,-118.115022,1,61,47.19,Yes,Yes,DSL,28,Two Year,Mailed Check,88.1,5526.75,0,0,2878.59,8405.34,4,No,40,5152,
6292-TOSSS,Male,64,No,No,0,United States,California,Mt Baldy,34.231318,-117.662032,0,50,47.16,Yes,No,None,0,Two Year,Bank Withdrawal,24.9,1195.25,0,0,2358,3553.25,4,No,68,4297,
7014-ZZXAW,Female,30,No,Yes,0,United States,California,Montclair,34.072121,-117.698319,1,71,8.21,Yes,No,None,0,Two Year,Credit Card,24.25,1732.95,0,0,582.91,2315.86,5,No,59,5409,
7633-MVPUY,Male,50,No,Yes,0,United States,California,Diamond Bar,33.992416,-117.807874,1,57,49.29,No,Yes,Cable,22,Two Year,Bank Withdrawal,59.75,3450.15,0,0,2809.53,6259.68,3,No,68,4012,
8645-KWHJO,Male,47,No,No,0,United States,California,San Gabriel,34.089927,-118.095645,0,14,0,No,Yes,DSL,4,Month-to-Month,Bank Withdrawal,55,771.95,0,0,0,771.95,3,No,23,4900,
4130-MZLCC,Female,24,No,No,0,United States,California,Temple City,34.101608,-118.055848,0,5,43.02,No,Yes,DSL,42,Month-to-Month,Bank Withdrawal,50.55,244.75,0,0,215.1,459.85,3,No,54,2739,
0314-TKOSI,Female,29,No,No,0,United States,California,Upland,34.141146,-117.655583,0,6,6.98,No,Yes,Cable,30,Month-to-Month,Mailed Check,55.15,322.9,0,0,41.88,364.78,4,No,42,5377,
8229-MYEJZ,Female,44,No,No,0,United States,California,Upland,34.105493,-117.660934,0,10,45.56,No,Yes,DSL,17,Month-to-Month,Bank Withdrawal,51.2,498.25,0,0,455.6,953.85,4,No,47,5765,
2080-SRCDE,Female,21,No,No,1,United States,California,Walnut,34.018354,-117.85492,0,1,32.73,Yes,No,None,0,Month-to-Month,Mailed Check,25.4,25.4,0,0,32.73,58.13,3,No,38,4556,
9577-WJVCQ,Female,24,No,No,0,United States,California,West Covina,34.066964,-117.937007,0,68,5.3,Yes,Yes,DSL,59,Month-to-Month,Mailed Check,54.45,3687.75,0,0,360.4,4048.15,3,No,24,5310,
6202-DYYFX,Female,64,No,No,0,United States,California,West Covina,34.024405,-117.898722,0,22,19.72,Yes,Yes,Fiber Optic,5,One Year,Credit Card,76,1783.6,0,0,433.84,2217.44,4,No,41,2031,
3808-HFKDE,Female,35,No,No,0,United States,California,Alhambra,34.090925,-118.128164,0,20,4.15,No,Yes,Cable,18,Month-to-Month,Bank Withdrawal,44.35,927.15,0,0,83,1010.15,4,No,59,3460,
3727-OWVYD,Male,24,No,No,0,United States,California,Campo,32.673483,-116.472863,0,35,38.38,No,Yes,DSL,82,One Year,Mailed Check,61.2,2021.2,0,0,1343.3,3364.5,3,No,70,2075,
2294-SALNE,Male,51,No,Yes,0,United States,California,Chula Vista,32.636792,-117.054989,2,23,16.63,No,Yes,Fiber Optic,22,One Year,Credit Card,86.8,1940.8,0,90,382.49,2413.29,4,No,54,3200,
1563-IWQEX,Female,43,No,No,0,United States,California,Chula Vista,32.64164,-116.985026,0,12,18.71,No,No,None,0,Month-to-Month,Credit Card,19.7,220.35,0,0,224.52,444.87,3,No,71,5715,
8203-XJZRC,Male,44,No,No,0,United States,California,Chula Vista,32.688506,-116.938632,0,1,40.46,No,No,None,0,Month-to-Month,Credit Card,20.25,20.25,0,0,40.46,60.71,3,No,57,5384,
6556-DBKZF,Female,38,No,Yes,1,United States,California,Chula Vista,32.605012,-116.97595,6,71,9.4,No,Yes,Fiber Optic,10,Two Year,Bank Withdrawal,76.05,5436.45,0,0,667.4,6103.85,5,No,26,5841,
2985-JUUBZ,Male,32,No,Yes,3,United States,California,Dulzura,32.622999,-116.687855,5,40,13.86,Yes,Yes,DSL,75,Month-to-Month,Bank Withdrawal,74.55,3015.75,0,0,554.4,3570.15,5,No,64,3718,
0895-LMRSF,Male,34,No,No,0,United States,California,Imperial Beach,32.579134,-117.119009,0,23,46.4,No,Yes,Cable,23,One Year,Bank Withdrawal,64.9,1509.8,0,130,1067.2,2707,4,No,50,3314,
8266-VBFQL,Male,55,No,No,0,United States,California,Jamul,32.695681,-116.798386,0,4,31.92,No,Yes,Fiber Optic,4,Month-to-Month,Bank Withdrawal,90.4,356.65,0,0,127.68,484.33,3,No,35,3314,
8181-YHCMF,Female,44,No,Yes,0,United States,California,La Mesa,32.759327,-116.99726,8,68,0,No,Yes,DSL,15,Two Year,Credit Card,60.3,4109,0,0,0,4109,4,No,24,4864,
2240-HSJQD,Male,44,No,No,2,United States,California,La Mesa,32.782501,-117.01611,0,38,1.27,Yes,Yes,Fiber Optic,13,Month-to-Month,Credit Card,81.85,3141.7,0,0,48.26,3189.96,5,No,55,3571,
1248-DYXUB,Male,42,No,Yes,3,United States,California,Lemon Grove,32.733564,-117.033713,1,52,40.33,Yes,No,None,0,Two Year,Credit Card,24.8,1229.1,0,0,2097.16,3326.26,5,No,76,5320,
4115-BNPJY,Male,60,No,Yes,0,United States,California,National City,32.67102,-117.095235,7,29,32.46,No,Yes,DSL,7,Two Year,Credit Card,75.55,2054.4,0,0,941.34,2995.74,5,No,44,5625,
4091-TVOCN,Male,51,No,No,0,United States,California,Potrero,32.619465,-116.593605,0,48,2.53,Yes,Yes,Cable,6,One Year,Credit Card,78.75,3682.45,0,40,121.44,3843.89,3,No,69,2257,
1098-TDVUQ,Female,34,No,No,0,United States,California,Spring Valley,32.726627,-116.994608,0,1,9.44,No,No,None,0,Month-to-Month,Bank Withdrawal,19.25,19.25,0,0,9.44,28.69,3,No,66,4745,
7277-OZCGZ,Female,40,No,No,0,United States,California,Spring Valley,32.730264,-116.950963,0,22,6,No,Yes,Fiber Optic,8,Month-to-Month,Bank Withdrawal,89.05,1886.25,0,0,132,2018.25,3,No,75,5479,
1557-EMYVT,Female,25,No,No,0,United States,California,Tecate,32.587557,-116.636816,0,43,24.85,Yes,Yes,Fiber Optic,26,Two Year,Credit Card,115.05,4895.1,10.76,0,1068.55,5952.89,4,No,57,4115,
5027-YOCXN,Male,23,No,Yes,0,United States,California,Cardiff By The Sea,33.015866,-117.272254,6,51,26.73,Yes,Yes,Fiber Optic,41,One Year,Credit Card,110.05,5686.4,20.28,0,1363.23,7029.35,3,No,56,5604,
3973-SKMLN,Male,49,No,No,0,United States,California,Carlsbad,33.148116,-117.306043,0,71,22.22,No,No,None,0,Two Year,Credit Card,19.9,1355.1,42.18,0,1577.62,2890.54,3,No,28,5308,
6745-JEFZB,Male,64,No,Yes,0,United States,California,El Cajon,32.785165,-116.862648,2,35,23.85,Yes,Yes,Fiber Optic,10,Month-to-Month,Credit Card,91.5,3236.35,40.79,90,834.75,4120.31,4,No,78,3617,
9880-TDQAC,Female,63,No,Yes,0,United States,California,El Cajon,32.832706,-116.873258,3,72,0,No,Yes,DSL,16,Two Year,Bank Withdrawal,60,4264,25.67,0,0,4238.33,4,No,43,5471,
8705-WZCYL,Male,40,No,No,0,United States,California,Encinitas,33.054579,-117.25665,0,1,27.46,No,Yes,DSL,26,Month-to-Month,Bank Withdrawal,44.8,44.8,0,0,27.46,72.26,4,No,31,2269,
7102-JJVTX,Female,31,No,Yes,0,United States,California,Escondido,33.081478,-117.033814,9,9,30.07,No,Yes,DSL,30,One Year,Credit Card,48.6,422.3,20.45,0,270.63,672.48,3,No,46,4562,
8626-PTQGE,Male,62,No,No,0,United States,California,Escondido,33.21846,-117.116916,0,69,0,No,Yes,Cable,18,Two Year,Bank Withdrawal,60.05,4176.7,41.21,0,0,4135.49,3,No,22,5388,
4983-CLMLV,Female,30,No,Yes,0,United States,California,Escondido,33.141265,-116.967221,0,52,44.34,Yes,Yes,Fiber Optic,71,Month-to-Month,Credit Card,102.7,5138.1,0,0,2305.68,7443.78,3,No,63,4044,
9385-EHGDO,Female,37,No,Yes,1,United States,California,Lakeside,32.909873,-116.906774,5,35,9.04,No,No,None,0,Two Year,Credit Card,19.85,739.35,2.29,0,316.4,1053.46,3,No,46,4177,
9498-FIMXL,Female,31,No,No,0,United States,California,Oceanside,33.351059,-117.420557,0,8,31.02,No,No,None,0,One Year,Credit Card,19.2,161.95,0,0,248.16,410.11,4,No,40,5272,
2379-GYFLQ,Male,31,No,No,0,United States,California,Oceanside,33.194742,-117.29032,0,46,22.13,Yes,Yes,Fiber Optic,22,One Year,Credit Card,94.9,4422.95,24.08,0,1017.98,5416.85,4,No,50,5316,
2088-IEBAU,Female,63,No,No,0,United States,California,Poway,32.984395,-117.013454,0,68,21.82,Yes,Yes,DSL,2,Two Year,Bank Withdrawal,88.15,6148.45,36.29,0,1483.76,7595.92,3,No,46,5531,
7982-VCELR,Female,20,No,No,0,United States,California,Ramona,33.044541,-116.833922,0,36,19.64,No,Yes,Fiber Optic,71,Month-to-Month,Credit Card,94.8,3565.65,30.26,0,707.04,4242.43,4,No,22,2807,
6885-PKOAM,Female,59,No,Yes,0,United States,California,San Marcos,33.162624,-117.170863,3,71,30.68,Yes,Yes,Cable,18,Two Year,Credit Card,85.75,6223.8,4.6,0,2178.28,8397.48,3,No,57,4487,
7520-HQWJU,Female,22,No,Yes,1,United States,California,Santa Ysabel,33.174725,-116.743329,6,66,23.2,Yes,Yes,DSL,59,Month-to-Month,Bank Withdrawal,67.45,4508.65,41.67,0,1531.2,5998.18,3,No,26,4172,
9639-BUJXT,Male,50,No,No,0,United States,California,Santee,32.847336,-116.997605,0,63,35.35,No,No,None,0,One Year,Credit Card,20.5,1328.15,15.62,0,2227.05,3539.58,5,No,28,5997,
5924-SNGKP,Female,39,No,No,0,United States,California,Solana Beach,33.001813,-117.263628,0,41,6.61,No,No,None,0,One Year,Credit Card,20.25,865,46.78,0,271.01,1089.23,4,No,25,3972,
8966-SNIZF,Female,26,No,Yes,0,United States,California,Vista,33.17494,-117.242761,9,70,23.52,No,No,None,0,Two Year,Bank Withdrawal,19.45,1303.5,14.49,0,1646.4,2935.41,4,No,57,5540,
6243-OZGFH,Female,47,No,No,0,United States,California,Vista,33.22784,-117.200024,0,23,0,No,Yes,DSL,14,Month-to-Month,Bank Withdrawal,44.95,996.85,25.84,40,0,1011.01,3,No,65,3248,
0513-RBGPE,Male,57,No,Yes,0,United States,California,Rancho Santa Fe,32.99356,-117.207121,6,37,4.5,Yes,Yes,DSL,9,Two Year,Credit Card,62.8,2278.75,16.97,0,166.5,2428.28,3,No,66,5229,
